date,username,text,clean_text,sentiment,sentiment_score,score_negative,score_neutral,score_positive,sarcasm_detected,sarcasm_type,corrected_sentiment
2026-03-16 05:35:28,satija_chander,"@ARanganathan72
The following article published on Facebook give the history of CECs started from first election held in 1951 appointed by PMs, mainly Congress whose used to award them suitably after end of their tenure and were given political पोस्ट्स!

https://t.co/x6Y4utt5RQ","The following article published on Facebook give the history of CECs started from first election held in 1951 appointed by PMs, mainly Congress whose used to award them suitably after end of their tenure and were given political पोस्ट्स!",Neutral,0.8721,0.0636,0.8721,0.0643,False,none,Neutral
2026-03-16 05:35:26,SamantaMajumder,"@SabirAl72017365 Hardeep Singh Puri type of people will be protected not the women.
Balatkari Januvaar Party (BJP) which felicitates Rapists molesters, criminals with garlands &amp; sweets as soon as they are released from jail, how will they protect women❓","Hardeep Singh Puri type of people will be protected not the women. Balatkari Januvaar Party (BJP) which felicitates Rapists molesters, criminals with garlands & sweets as soon as they are released from jail, how will they protect women❓",Negative,0.802,0.802,0.1883,0.0098,False,none,Negative
2026-03-16 05:35:23,natrajpvb,"@narayananh Well what do you expect from the BJP govt ? Brij Bhushan Singh still belongs to the party and he is still out living his life without a care. The very same Modi and Shah talk about lack of women safety in TN, before the elections, which exposes their double standards","Well what do you expect from the BJP govt ? Brij Bhushan Singh still belongs to the party and he is still out living his life without a care. The very same Modi and Shah talk about lack of women safety in TN, before the elections, which exposes their double standards",Negative,0.8124,0.8124,0.177,0.0107,False,none,Negative
2026-03-16 05:35:20,SaurabhMan12394,@unitethesantan @MeghUpdates Gand maraye modi bjp congress india need educated hindu ruler. 🕉 https://t.co/pLOkw4C7Ia,Gand maraye modi bjp congress india need educated hindu ruler. 🕉,Neutral,0.7574,0.1351,0.7574,0.1075,False,none,Neutral
2026-03-16 05:35:19,BurghJed1944,@conspiracyb0t Congress changed the retirement age to 67 for everyone born after 1960 years ago.,Congress changed the retirement age to 67 for everyone born after 1960 years ago.,Neutral,0.8053,0.162,0.8053,0.0327,False,none,Neutral
2026-03-16 05:35:14,jhunuchowdhury3,It's all activities master mind #BJP #RSS and #NDA governments mechanised. For quick starting home War's in our bharat's. By ordering #Donaldduck with #EpsteinFilesexposedBJP,It's all activities master mind BJP RSS and NDA governments mechanised. For quick starting home War's in our bharat's. By ordering Donaldduck with EpsteinFilesexposedBJP,Negative,0.7336,0.7336,0.2493,0.0171,False,none,Negative
2026-03-16 05:35:13,SMitra_,"Big Brain Moment: According to this esteemed BJ Party supporter, who had come to Kolkata to attend Narendra Modi's rally at the Brigade Parade Ground on Saturday, the Strait of Hormuz has been closed by TMC supporters. https://t.co/P8zZ1HKBAz","Big Brain Moment: According to this esteemed BJ Party supporter, who had come to Kolkata to attend Narendra Modi's rally at the Brigade Parade Ground on Saturday, the Strait of Hormuz has been closed by TMC supporters.",Neutral,0.8297,0.0771,0.8297,0.0932,False,none,Neutral
2026-03-16 05:35:12,gauravkumar9412,"@INCIndia Waqf board and all India Muslim personal law board is spreading harmony? 

Congress mukt bharat is the new reality india needs to accept now",Waqf board and all India Muslim personal law board is spreading harmony? Congress mukt bharat is the new reality india needs to accept now,Neutral,0.5404,0.4167,0.5404,0.0429,False,none,Neutral
2026-03-16 05:35:10,with_solidarity,@chhuti_is 105-139-50  BJP-TMC-Others BJP already fixed Election just like Indian team fixed T20WC. INC Top rank have said WB PCC to approach court &amp; file case against ECI for betraying 60 Lakh voters deliberately kept under adjudication list,105-139-50 BJP-TMC-Others BJP already fixed Election just like Indian team fixed T20WC. INC Top rank have said WB PCC to approach court & file case against ECI for betraying 60 Lakh voters deliberately kept under adjudication list,Neutral,0.7915,0.1595,0.7915,0.049,True,election_fraud,Negative
2026-03-16 05:35:09,lftbmedia,@akhileshsharma1 They should first appeal to BJP to not give tickets to candidates based on caste.,They should first appeal to BJP to not give tickets to candidates based on caste.,Neutral,0.6513,0.3204,0.6513,0.0283,False,none,Neutral
2026-03-16 05:35:07,jay4n,"@PriyankKharge @AmitShah @RahulGandhi If people List Failures of Congress , List will be Crossing Galaxies Sir .. So please Erase ur Party or Change it Drastically ..","If people List Failures of Congress , List will be Crossing Galaxies Sir .. So please Erase ur Party or Change it Drastically ..",Negative,0.6755,0.6755,0.3062,0.0183,False,none,Negative
2026-03-16 05:35:06,cat_teushe,"@AnkurSingh @SandhuTaranjitS @LtGovDelhi Ankur, BJP it cell Charanchumbak. Not a single tweet on what happened in Saran. You BJP it cell people really think ppl are fools in this nation? People are spitting at the name of ur party. U shd be thankfully that I guys have an incompetent opposition.","Ankur, BJP it cell Charanchumbak. Not a single tweet on what happened in Saran. You BJP it cell people really think ppl are fools in this nation? People are spitting at the name of ur party. U shd be thankfully that I guys have an incompetent opposition.",Negative,0.9285,0.9285,0.066,0.0055,False,none,Negative
2026-03-16 05:35:05,Regular__Indian,"@noconversion @BJP4India BJP in their states have literally come up with Anti-Conversion laws. 

Don't fall so much in BJP hate.",BJP in their states have literally come up with Anti-Conversion laws. Don't fall so much in BJP hate.,Neutral,0.6601,0.1808,0.6601,0.1591,False,none,Neutral
2026-03-16 05:35:03,HarriettMorri20,@narendramodi @BJP4Bengal That's great to hear! The support for BJP is growing in West Bengal. Keep up the good work!,That's great to hear! The support for BJP is growing in West Bengal. Keep up the good work!,Positive,0.9877,0.0024,0.0099,0.9877,False,none,Positive
2026-03-16 05:34:57,cat_teushe,"@AnkurSingh Ankur, BJP it cell Charanchumbak. Not a single tweet on what happened in Saran. You BJP it cell people really think ppl are fools in this nation? People are spitting at the name of ur party. U shd be thankfully that I guys have an incompetent opposition.","Ankur, BJP it cell Charanchumbak. Not a single tweet on what happened in Saran. You BJP it cell people really think ppl are fools in this nation? People are spitting at the name of ur party. U shd be thankfully that I guys have an incompetent opposition.",Negative,0.9285,0.9285,0.066,0.0055,False,none,Negative
2026-03-16 05:34:51,finnatcon,Hi please share Omars video and attach his campaing fundraiser to it. We need to help our friends in Gaza https://t.co/C7MHzpc9dG,Hi please share Omars video and attach his campaing fundraiser to it. We need to help our friends in Gaza,Neutral,0.5529,0.0301,0.5529,0.417,False,none,Neutral
2026-03-16 05:34:51,Siingh777,"And will Join back to TMC after the elections... 😄😄

Stop this Nautanki..!! 

Banoge toh Katoge jas flopped big time.. Hypocrisy of the party is revealed ...So work to gain the confidence back.. these theaterics won't work..",And will Join back to TMC after the elections... 😄😄 Stop this Nautanki..!! Banoge toh Katoge jas flopped big time.. Hypocrisy of the party is revealed ...So work to gain the confidence back.. these theaterics won't work..,Negative,0.6686,0.6686,0.2899,0.0415,True,punctuation,Negative
2026-03-16 05:34:48,HappyPawsTreats,"@DavidShoebridge You're forgetting the role of Congress.
Ergo, all the correct boxes were ticked &amp; the current activity is not illegal.","You're forgetting the role of Congress. Ergo, all the correct boxes were ticked & the current activity is not illegal.",Neutral,0.7242,0.1781,0.7242,0.0977,False,none,Neutral
2026-03-16 05:34:45,goonerfromind,@rishibagree Such a wrong timing for Rahul Gandhi to raise this issue😂😂😂,Such a wrong timing for Rahul Gandhi to raise this issue😂😂😂,Negative,0.8507,0.8507,0.1419,0.0074,False,none,Negative
2026-03-16 05:34:44,singm0273,Again similar violence will happen. And post elections Modi will take rasgulla from Mamta and everything will be whitewashed.,Again similar violence will happen. And post elections Modi will take rasgulla from Mamta and everything will be whitewashed.,Negative,0.7789,0.7789,0.2103,0.0108,False,none,Negative
2026-03-16 05:34:44,SandeepkVaish1,@sidd_sharma01 What is your value?? To hate modi ji,What is your value?? To hate modi ji,Negative,0.7911,0.7911,0.1854,0.0235,False,none,Negative
2026-03-16 05:34:43,dinshick,"@narendramodi It is impossible for BJP to win west bengal due to demographic change that took place in last 10 years, this is a total failure of the home ministry.. under BJP rule illegals have prospered..","It is impossible for BJP to win west bengal due to demographic change that took place in last 10 years, this is a total failure of the home ministry.. under BJP rule illegals have prospered..",Negative,0.9024,0.9024,0.0893,0.0083,False,none,Negative
2026-03-16 05:34:43,uda2541,"@malpani It's not about BJP or AAP. 
They designed the system for them only.",It's not about BJP or AAP. They designed the system for them only.,Negative,0.564,0.564,0.4102,0.0258,False,none,Negative
2026-03-16 05:34:40,Humble_Nograj,"@biharigurl Why did Govt of India aka MODI’s BJP govt invoke Essential commodities Act? 🤡😂
https://t.co/vj9ocFDQBl",Why did Govt of India aka MODI’s BJP govt invoke Essential commodities Act? 🤡😂,Negative,0.7372,0.7372,0.242,0.0208,True,sarcasm_emoji,Negative
2026-03-16 05:34:39,Raghurkarnam,@AbdullahHyD_7 @PriyankKharge @ITSCK47 @AmitShah @RahulGandhi One of those is a CONGRESS MLA now. So question that to your Boss Pappu,One of those is a CONGRESS MLA now. So question that to your Boss Pappu,Neutral,0.8127,0.1401,0.8127,0.0472,True,indian_vocab,Negative
2026-03-16 05:34:38,IYCJammuKashmir,"The streets will speak.💯
Against the Anti-India trade deal.

📍Jantar Mantar -  Today .

#IYCHallaBol #ScrapAntiIndiaDeal https://t.co/DwF6xokbcz",The streets will speak.💯 Against the Anti-India trade deal. 📍Jantar Mantar - Today . IYCHallaBol ScrapAntiIndiaDeal,Neutral,0.523,0.4355,0.523,0.0415,False,none,Neutral
2026-03-16 05:34:34,VishalVermaup23,"2
#Brigade4Poriborton
I am fully confident that strong connectivity and modern infrastructure will become the foundation of a developed Bengal: PM Modi
via NaMo App",2 Brigade4Poriborton I am fully confident that strong connectivity and modern infrastructure will become the foundation of a developed Bengal: PM Modi via NaMo App,Positive,0.9142,0.0033,0.0825,0.9142,False,none,Positive
2026-03-16 05:34:34,Pg204331Gupta,@Randeep_Sisodia @Randeep_Sisodia look at Tamilnadu i don't think nda win this time also because bjp fight on 20-35 seats only so how can they win and look at bjp Tamil Nadu x account their supportrrs troll more to bjp than opposition due to sidilenoe of annamali,look at Tamilnadu i don't think nda win this time also because bjp fight on 20-35 seats only so how can they win and look at bjp Tamil Nadu x account their supportrrs troll more to bjp than opposition due to sidilenoe of annamali,Negative,0.7508,0.7508,0.2363,0.0128,False,none,Negative
2026-03-16 05:34:32,KappiDecoction,"Kitna jhoot bologe.? In how many BJP ruled states have you stopped forced conversions/ #LoveJihad/evangelism etc.? There are areas/villages from where hindus are being driven out which is happening in @BJP4India state, look into that first. @narendramodi https://t.co/pNHKJoOmnl","Kitna jhoot bologe.? In how many BJP ruled states have you stopped forced conversions/ LoveJihad/evangelism etc.? There are areas/villages from where hindus are being driven out which is happening in state, look into that first.",Negative,0.5782,0.5782,0.412,0.0098,False,none,Negative
2026-03-16 05:34:28,thegoanonline,"Mayor pick to be decided with #BJP leadership: Monserrate

#Goa #BreakingNews #Panaji #CCP @babushofficial https://t.co/ax4PJcysPc",Mayor pick to be decided with BJP leadership: Monserrate Goa BreakingNews Panaji CCP,Neutral,0.9444,0.0252,0.9444,0.0303,False,none,Neutral
2026-03-16 05:34:27,spartandeeka,@EthanLevins2 After seeing this picture I have a doubt. Is Modi real for god sake?,After seeing this picture I have a doubt. Is Modi real for god sake?,Negative,0.8873,0.8873,0.1019,0.0109,False,none,Negative
2026-03-16 05:34:23,ashu320,@Keval_IM This government has zero economic knowledge in past congress FM every time such fall comes at least came forward and Stablized the market,This government has zero economic knowledge in past congress FM every time such fall comes at least came forward and Stablized the market,Negative,0.7614,0.7614,0.2208,0.0178,False,none,Negative
2026-03-16 05:34:22,Minoritygender,He'll not do anything...rest assured. Everything will remain the same...or go even worse...,He'll not do anything...rest assured. Everything will remain the same...or go even worse...,Negative,0.8868,0.8868,0.1027,0.0105,False,none,Negative
2026-03-16 05:34:22,deshbhaktbhart,"@KirtiAzaad Just wait till 4th may 2026 after that you will see how many bangaldeshi would be out from Bengal and other states.

Than don't cry on X and media.",Just wait till 4th may 2026 after that you will see how many bangaldeshi would be out from Bengal and other states. Than don't cry on X and media.,Neutral,0.6617,0.3029,0.6617,0.0355,False,none,Neutral
2026-03-16 05:34:22,DPTHINK,"@ParagMandpe @KirtiAzaad .@KirtiAzaad, MP with BJP, left BJP, lost elections, joined TMC, ran to WB, now LS MP. That's the record. This was a benefit match. Its not part of the records. Bhakt is generally associated with Bhagwan. Next time be a bit careful, do not irk bhakts. U won't remain MP forever.","., MP with BJP, left BJP, lost elections, joined TMC, ran to WB, now LS MP. That's the record. This was a benefit match. Its not part of the records. Bhakt is generally associated with Bhagwan. Next time be a bit careful, do not irk bhakts. U won't remain MP forever.",Neutral,0.7377,0.217,0.7377,0.0452,True,indian_vocab,Negative
2026-03-16 05:34:21,acoldhed,"@ajeetbharti How many more engines do hindus need to provide bjp to expect equal treatment. Protest for terrorists, anti nationals, wrong interpretation of laws, for arm twisting the govt, even mourning a leader killed in iran but nothing for hindus. Bjp is that naive girl who like bad boys.","How many more engines do hindus need to provide bjp to expect equal treatment. Protest for terrorists, anti nationals, wrong interpretation of laws, for arm twisting the govt, even mourning a leader killed in iran but nothing for hindus. Bjp is that naive girl who like bad boys.",Negative,0.8724,0.8724,0.1213,0.0063,True,indian_vocab,Negative
2026-03-16 05:34:20,trustyoursupp,"@CommonBS786OM Lets keep a record of your predictions so that you dont runaway from them. Also, why haven’t you included other states where BJP already enjoys majority? https://t.co/zvHTgzg5uG","Lets keep a record of your predictions so that you dont runaway from them. Also, why haven’t you included other states where BJP already enjoys majority?",Neutral,0.8205,0.1252,0.8205,0.0543,False,none,Neutral
2026-03-16 05:34:16,rarefiedreason,@WeekendInvestng Of the most insidious things the BJP has done high inflation and covering it is the worst.,Of the most insidious things the BJP has done high inflation and covering it is the worst.,Negative,0.9403,0.9403,0.0528,0.0069,False,none,Negative
2026-03-16 05:34:13,Bharathwaasi,Meaning Balatkari Jaahil Parivaar will miserably fail as usual,Meaning Balatkari Jaahil Parivaar will miserably fail as usual,Negative,0.8234,0.8234,0.1595,0.0171,False,none,Negative
2026-03-16 05:34:10,DrHerb9,@jjauthor @DragonSword778 He has more than met the bar for being impeached or removed by Congress. SCOTUS shd have removal power for Maverick judges.  This one is so obvious.,He has more than met the bar for being impeached or removed by Congress. SCOTUS shd have removal power for Maverick judges. This one is so obvious.,Negative,0.5183,0.5183,0.4499,0.0318,False,none,Negative
2026-03-16 05:34:07,AthriBhat,@AstroPrashanth9 Dont predict political predict astrological please 🙏🏻 west bengal needs bjp,Dont predict political predict astrological please 🙏🏻 west bengal needs bjp,Neutral,0.7173,0.1285,0.7173,0.1542,False,none,Neutral
2026-03-16 05:34:05,IFromBharat,"Keep crying 'fascism' every time Hindus show spine.
Meanwhile love jihad, grooming gangs, demographic changes continue unchecked.
The Kerala Story showed reality - deal with it.
Boycott is coming nationwide.
Cry more.","Keep crying 'fascism' every time Hindus show spine. Meanwhile love jihad, grooming gangs, demographic changes continue unchecked. The Kerala Story showed reality - deal with it. Boycott is coming nationwide. Cry more.",Negative,0.8976,0.8976,0.0958,0.0066,False,none,Negative
2026-03-16 05:34:03,LeslieDunaiski,@sizzle_sarah Shri need to be expelled from congress and then the USA.,Shri need to be expelled from congress and then the USA.,Negative,0.8579,0.8579,0.1339,0.0082,False,none,Negative
2026-03-16 05:34:02,InfraEconomy,"Cut, Commission &amp; Corruption is in BJP ruled states as well. You couldn't even stop it there","Cut, Commission & Corruption is in BJP ruled states as well. You couldn't even stop it there",Negative,0.8197,0.8197,0.1684,0.0119,False,none,Negative
2026-03-16 05:33:53,Reddington94_,"NO ALLIANCE WITH BJP AND PMK in this 2026 Elections ! 

100% Confirmed news 👍🏼 https://t.co/SCCFPCiduj",NO ALLIANCE WITH BJP AND PMK in this 2026 Elections ! 100% Confirmed news 👍🏼,Neutral,0.5573,0.3002,0.5573,0.1425,False,none,Neutral
2026-03-16 05:33:48,WandererAli,"@thatmarineguy21 This should expose the fcked up foreign policy of India. The favor came only after Modi had to lick the ground.
Andhbhakt ka choolha tab hi jalega jab Abdul chahega😉
https://t.co/8PP1SspELp",This should expose the fcked up foreign policy of India. The favor came only after Modi had to lick the ground. Andhbhakt ka choolha tab hi jalega jab Abdul chahega😉,Negative,0.8344,0.8344,0.1532,0.0124,True,indian_vocab,Negative
2026-03-16 05:33:47,SarKAstik_me,"@bhumeeputra Kerala: LDF
TN : DMK
Assam : BJP
Puducherry: BJP
WB : TMC (Expext aftermath)",Kerala: LDF TN : DMK Assam : BJP Puducherry: BJP WB : TMC (Expext aftermath),Neutral,0.9345,0.0369,0.9345,0.0286,False,none,Neutral
2026-03-16 05:33:46,voiceoutDr,That's the usual thing right and many of them don't even vote.,That's the usual thing right and many of them don't even vote.,Negative,0.6551,0.6551,0.3265,0.0183,False,none,Negative
2026-03-16 05:33:44,ErinSpksLoudr,"The fall of Rome USA style, soon! 
Congress is all theatre! @LeaderJohnThune plays Americans like a fiddle and the rest of them applaud and play along!","The fall of Rome USA style, soon! Congress is all theatre! plays Americans like a fiddle and the rest of them applaud and play along!",Negative,0.8493,0.8493,0.13,0.0207,False,none,Negative
2026-03-16 05:33:41,Judie09302915,@BasedMikeLee It is time for the people to take matters into our own hands. After all it is our country that this congress is hell bent on ruining and they took an oath to us that they have continually violated over and over again. We must take a stand now before it is too late!,It is time for the people to take matters into our own hands. After all it is our country that this congress is hell bent on ruining and they took an oath to us that they have continually violated over and over again. We must take a stand now before it is too late!,Negative,0.798,0.798,0.1846,0.0174,False,none,Negative
2026-03-16 05:33:37,svaradarajan,"Don't let the BJP malign Sonam Wangchuk so easily by parroting what the IT cell rumour mill deliberately puts out. Sonam has been ordered released by the MHA to avoid the embarrassment of the Supreme Court ruling his detention under the NSA illegal. For six months the court gave @AmitShah a long rope to do the right thing but the final deadline was approaching and a slap on the wrist from the bench was looking inevitable.

By releasing Sonam Wangchuk, @AmitShah and @narendramodi hope the habeas corpus plea filed by @GitanjaliAngmo  will become infructuous and no ruling will come that will make future impositions of NSA difficult","Don't let the BJP malign Sonam Wangchuk so easily by parroting what the IT cell rumour mill deliberately puts out. Sonam has been ordered released by the MHA to avoid the embarrassment of the Supreme Court ruling his detention under the NSA illegal. For six months the court gave a long rope to do the right thing but the final deadline was approaching and a slap on the wrist from the bench was looking inevitable. By releasing Sonam Wangchuk, and hope the habeas corpus plea filed by will become infructuous and no ruling will come that will make future impositions of NSA difficult",Neutral,0.5487,0.4244,0.5487,0.0269,False,none,Neutral
2026-03-16 05:33:36,Phoenix618544,"I thought America wasn't at war, or did congress make the declaration?","I thought America wasn't at war, or did congress make the declaration?",Neutral,0.7581,0.2113,0.7581,0.0305,False,none,Neutral
2026-03-16 05:33:34,binodfms,"@ram71krv7 @SurrbhiM @RahulGandhi Gold from idea from
Modi jee , ab to sach accept kar lo bhai","Gold from idea from Modi jee , ab to sach accept kar lo bhai",Positive,0.6888,0.0158,0.2954,0.6888,False,none,Positive
2026-03-16 05:33:32,Chamberpaint,"Bibi started searching 4a suitably stupid, compromised, WEAK man 4President. He found the perfect PEDO 2bribe, blackmail &amp; manipulate-tho DEMENTIA makes him unpredictable. He’s on the brink of DEATH &amp; impeachment,but he put PAID XtianZionists in Congress he can control #BanAIPAC","Bibi started searching 4a suitably stupid, compromised, WEAK man 4President. He found the perfect PEDO 2bribe, blackmail & manipulate-tho DEMENTIA makes him unpredictable. He’s on the brink of DEATH & impeachment,but he put PAID XtianZionists in Congress he can control BanAIPAC",Negative,0.9011,0.9011,0.0902,0.0087,False,none,Negative
2026-03-16 05:33:31,DefenseAajkal,"In West Bengal, there is no Modi wave but a ""storm"" raging ....

Jai Shri Ram","In West Bengal, there is no Modi wave but a ""storm"" raging .... Jai Shri Ram",Neutral,0.6136,0.1642,0.6136,0.2221,False,none,Neutral
2026-03-16 05:33:28,PM_RGandhi_2024,"Well why don't you tell us bakree?
Your source must be someone from your family with first hand experience.",Well why don't you tell us bakree? Your source must be someone from your family with first hand experience.,Neutral,0.6586,0.3044,0.6586,0.037,False,none,Neutral
2026-03-16 05:33:27,VinodWatts,@INCNEWSX It's always Mr Narender Modi as he is 100% times better than Family of clowns,It's always Mr Narender Modi as he is 100% times better than Family of clowns,Positive,0.7966,0.0471,0.1563,0.7966,False,none,Positive
2026-03-16 05:33:17,dotIyons,@yangcuddygf bjp gadot is just such an apt name for her.,bjp gadot is just such an apt name for her.,Neutral,0.4449,0.1698,0.4449,0.3853,False,none,Neutral
2026-03-16 05:33:16,TheFederal_News,"LIVE | Lok Sabha debate on railways, agriculture grants for 2026–27

WATCH | https://t.co/gAESTD5yhM

#BudgetSession2026 #LokSabha #Parliament #IndianRailways #Congress #Agriculture #BJP https://t.co/YSvmEx1T4Y","LIVE | Lok Sabha debate on railways, agriculture grants for 2026–27 WATCH | BudgetSession2026 LokSabha Parliament IndianRailways Congress Agriculture BJP",Neutral,0.9444,0.0111,0.9444,0.0445,False,none,Neutral
2026-03-16 05:33:13,grok,Reports don't quote the exact post to avoid spreading the offensive material. It was allegedly derogatory/insulting towards Hindu deities on social media. BJP MP Manish Jaiswal filed FIR at Lohsingha PS (Hazaribag) under BNS & IT Act. Police tracing the person via tech. No name or screenshot public yet.,Reports don't quote the exact post to avoid spreading the offensive material. It was allegedly derogatory/insulting towards Hindu deities on social media. BJP MP Manish Jaiswal filed FIR at Lohsingha PS (Hazaribag) under BNS & IT Act. Police tracing the person via tech. No name or screenshot public yet.,Negative,0.6294,0.6294,0.3615,0.0091,False,none,Negative
2026-03-16 05:33:12,ThomasB00001,"Congress needs to act to remove him from office. Following the 2026 elections, they will.","Congress needs to act to remove him from office. Following the 2026 elections, they will.",Neutral,0.5063,0.4584,0.5063,0.0353,False,none,Neutral
2026-03-16 05:33:11,CaptainswebBG,"Liberals Demand Hospitals Operate At A Loss
https://t.co/cb59ChQFB2

A life lesson from The People’s Congress:
“Know your enemy”
This sums it all up perfectly:

People have always said, “they don’t know what they're doing"". Bullshit, you're the one that doesn’t know what they’re doing.
They know exactly what they're doing, and they always get away with it.
You have arrested no one!

All roads lead to Obama.
All elections are rigged…","Liberals Demand Hospitals Operate At A Loss A life lesson from The People’s Congress: “Know your enemy” This sums it all up perfectly: People have always said, “they don’t know what they're doing"". Bullshit, you're the one that doesn’t know what they’re doing. They know exactly what they're doing, and they always get away with it. You have arrested no one! All roads lead to Obama. All elections are rigged…",Negative,0.8266,0.8266,0.162,0.0114,False,none,Negative
2026-03-16 05:33:05,Subhash1533310,@jpsin1 Stay in current state of affairs! Modi has completely failed in foreign policy- why?,Stay in current state of affairs! Modi has completely failed in foreign policy- why?,Negative,0.9089,0.9089,0.0833,0.0078,False,none,Negative
2026-03-16 05:33:02,STAR19113730869,"@Amockx2022 If the BJP and the EC truly conduct elections in a free and fair manner, then forming a government in any state would remain a dream for the BJP. If they really have the confidence and courage, they should conduct the elections using paper ballots and no inappropriate deletions.","If the BJP and the EC truly conduct elections in a free and fair manner, then forming a government in any state would remain a dream for the BJP. If they really have the confidence and courage, they should conduct the elections using paper ballots and no inappropriate deletions.",Neutral,0.5408,0.0312,0.5408,0.428,False,none,Neutral
2026-03-16 05:33:01,kristi_vince,"@YossiBenYakar @paisleylizard1 🤮 This is SO DISGUSTING!!! If our House does not DEPORT THESE PEDOPHILES RIGHT NOW, I WILL HAVE NO PROBLEM TAKING THEM OUT MYSELF!!! 🤬🤬🤬🤬🇺🇸🇺🇸🇺🇸￼￼ These poor children suffering EVERY FUCKING DAY and our “PEDOPHILE CONGRESS waits to bring those DISGUSTING  people to Justice.","🤮 This is SO DISGUSTING!!! If our House does not DEPORT THESE PEDOPHILES RIGHT NOW, I WILL HAVE NO PROBLEM TAKING THEM OUT MYSELF!!! 🤬🤬🤬🤬🇺🇸🇺🇸🇺🇸￼￼ These poor children suffering EVERY FUCKING DAY and our “PEDOPHILE CONGRESS waits to bring those DISGUSTING people to Justice.",Negative,0.9569,0.9569,0.0356,0.0075,True,punctuation,Negative
2026-03-16 05:33:01,Sid2032,"@treeni Your seeds are growing well and giving fruits that u want Modi.
Happy? @narend",Your seeds are growing well and giving fruits that u want Modi. Happy?,Positive,0.9184,0.0048,0.0767,0.9184,False,none,Positive
2026-03-16 05:32:58,TheTRT_KING,@miketermaat_ @FiveTimesAugust It does not hurt to try. The problem is we also need to close the CIA because it's Zionist. I am not sure we need Congress because it's the weapon of the oligarchs. We also need to fix the judiciary. tall order.,It does not hurt to try. The problem is we also need to close the CIA because it's Zionist. I am not sure we need Congress because it's the weapon of the oligarchs. We also need to fix the judiciary. tall order.,Negative,0.7432,0.7432,0.2355,0.0214,False,none,Negative
2026-03-16 05:32:55,BackotEnvelope,"IDBI debacle: Bids received below floor price it seems so the center and LIC - retail insurance premiums - are stuck holding this bank in a 15% correction.

OMC, industrial, defence capital goods drop trends continue after an early morning spike. Just observing that we saw the Monday gap-down in Friday selling itself, and now we are resuming Monday like any other weekday under the current circumstances.

I am still not sure under what conditions we may reach a ceasefire and how long after that it may take for Crude prices to normalize to sub-70 levels, but it is complicated path back. (if at all - but under normal circumstances OPEC have a lot of control over this) 

Today's papers also cover state elections in WB, Assam, TN, Kerala - what if BJP does better than last time, even wins? What would it mean for local markets?","IDBI debacle: Bids received below floor price it seems so the center and LIC - retail insurance premiums - are stuck holding this bank in a 15% correction. OMC, industrial, defence capital goods drop trends continue after an early morning spike. Just observing that we saw the Monday gap-down in Friday selling itself, and now we are resuming Monday like any other weekday under the current circumstances. I am still not sure under what conditions we may reach a ceasefire and how long after that it may take for Crude prices to normalize to sub-70 levels, but it is complicated path back. (if at all - but under normal circumstances OPEC have a lot of control over this) Today's papers also cover state elections in WB, Assam, TN, Kerala - what if BJP does better than last time, even wins? What would it mean for local markets?",Negative,0.7869,0.7869,0.2042,0.0089,False,none,Negative
2026-03-16 05:32:53,Giri240488,"@sreeramjvc They shud be very strong in this mood till voting day.. like how the minorities are hell bent on voting for dmk ONLY TO DEFEAT BJP alliance, even if dmk doesn't care for them or full fill their promises for them..","They shud be very strong in this mood till voting day.. like how the minorities are hell bent on voting for dmk ONLY TO DEFEAT BJP alliance, even if dmk doesn't care for them or full fill their promises for them..",Neutral,0.5366,0.3623,0.5366,0.1011,False,none,Neutral
2026-03-16 05:32:52,PM_RGandhi_2024,"I'm an Indian you pissrieali pig .
You low life scum 
Terrorist Netayus unclaimed breed .
And I have no doubt that you're a pissrieali agent installed in India .
You traitor.",I'm an Indian you pissrieali pig . You low life scum Terrorist Netayus unclaimed breed . And I have no doubt that you're a pissrieali agent installed in India . You traitor.,Negative,0.934,0.934,0.0595,0.0065,False,none,Negative
2026-03-16 05:32:51,notarandomun,@BeAPro10550532 @Tracking_Live Nopes some governments fund these projects less that required leading to long timelines but they do fund them. Unlike Modi. Who will do everything to prevent them from from taking off.,Nopes some governments fund these projects less that required leading to long timelines but they do fund them. Unlike Modi. Who will do everything to prevent them from from taking off.,Negative,0.6778,0.6778,0.3017,0.0206,False,none,Negative
2026-03-16 05:32:47,Frolo2022,@mark_slapinski incompatible and really absurd still no one cares in congress. They allow this to happen,incompatible and really absurd still no one cares in congress. They allow this to happen,Negative,0.9383,0.9383,0.0554,0.0062,False,none,Negative
2026-03-16 05:32:43,Biswajitmetya13,"@INCIndia congress = family business 
pappu controlled by xi jinpin",congress = family business pappu controlled by xi jinpin,Neutral,0.8189,0.1459,0.8189,0.0351,True,indian_vocab,Negative
2026-03-16 05:32:41,KwizatsH,@MeghanMcCain Shouldn’t congress vote for the US to be in a war?,Shouldn’t congress vote for the US to be in a war?,Negative,0.5855,0.5855,0.4034,0.0112,False,none,Negative
2026-03-16 05:32:35,Sunve87,"@JaipurDialogues @myogioffice These things were not common in Lucknow , however this government has not taken any action against few minorities and have backed Islamic schools. This is the result of a 10 year appeasement politics of BJP. They have promoted Madrasas and backward thinking","These things were not common in Lucknow , however this government has not taken any action against few minorities and have backed Islamic schools. This is the result of a 10 year appeasement politics of BJP. They have promoted Madrasas and backward thinking",Negative,0.8239,0.8239,0.1681,0.008,False,none,Negative
